-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2020 through 07/31/2020 
Location: Latitude  5.5516   Longitude -0.2686 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 27.76 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,RH2M,PRECTOTCORR,T2M
2020,6,15,6,101.06,2.76,207.87,3.63,91.5,0.16,25.47
2020,6,15,7,101.12,2.7,203.52,3.32,90.44,0.19,25.88
2020,6,15,8,101.15,2.79,198.28,3.31,89.25,0.21,26.15
2020,6,15,9,101.15,2.81,197.13,3.26,87.38,0.16,26.39
2020,6,15,10,101.11,2.91,198.82,3.34,84.81,0.22,26.72
2020,6,15,11,101.06,3.02,200.78,3.45,83.56,0.26,26.89
2020,6,15,12,101.0,3.04,202.21,3.48,82.75,0.23,27.03
2020,6,15,13,100.93,2.95,203.78,3.36,82.5,0.19,27.03
2020,6,15,14,100.89,2.84,205.37,3.27,82.81,0.16,26.94
2020,6,15,15,100.87,2.77,207.22,3.21,83.56,0.1,26.79
2020,6,15,16,100.87,2.67,208.44,3.16,84.62,0.06,26.64
2020,6,15,17,100.88,2.48,210.04,3.18,86.25,0.04,26.4
2020,6,15,18,100.92,2.43,210.27,3.36,87.69,0.02,26.0
2020,6,15,19,100.97,2.55,209.94,3.52,88.06,0.01,25.83
2020,6,15,20,101.02,2.56,209.77,3.53,88.44,0.01,25.72
2020,6,15,21,101.06,2.63,207.4,3.61,88.88,0.01,25.6
2020,6,15,22,101.07,2.71,205.46,3.68,89.12,0.01,25.51
2020,6,15,23,101.04,2.73,205.76,3.71,89.25,0.01,25.47
2020,6,16,0,100.99,2.75,207.95,3.74,89.25,0.02,25.42
2020,6,16,1,100.93,2.71,211.67,3.65,89.56,0.02,25.32
2020,6,16,2,100.9,2.65,214.53,3.55,89.88,0.02,25.24
2020,6,16,3,100.9,2.51,217.8,3.36,90.19,0.01,25.17
2020,6,16,4,100.92,2.42,222.51,3.23,90.44,0.01,25.12
2020,6,16,5,100.94,2.36,225.67,3.16,90.81,0.01,25.07
2020,6,16,6,100.95,2.38,228.05,3.07,90.25,0.01,25.48
2020,6,16,7,100.99,2.53,230.9,3.0,87.62,0.02,26.12
2020,6,16,8,101.02,2.66,231.45,3.14,84.06,0.03,26.83
2020,6,16,9,101.02,2.78,227.85,3.28,81.81,0.03,27.4
2020,6,16,10,100.98,2.88,223.35,3.51,81.56,0.03,27.69
2020,6,16,11,100.92,3.07,220.98,3.81,81.5,0.04,27.93
2020,6,16,12,100.85,3.27,219.17,4.06,81.44,0.05,28.03
2020,6,16,13,100.78,3.4,214.53,4.24,81.94,0.07,27.98
2020,6,16,14,100.73,3.63,209.82,4.53,82.88,0.1,27.83
2020,6,16,15,100.71,3.78,205.56,4.74,84.69,0.13,27.49
2020,6,16,16,100.73,3.89,201.1,4.8,86.62,0.14,27.11
2020,6,16,17,100.78,3.86,197.3,4.95,88.81,0.11,26.69
2020,6,16,18,100.84,3.81,194.72,5.14,90.56,0.11,26.28
2020,6,16,19,100.9,4.0,193.9,5.38,91.0,0.11,26.15
2020,6,16,20,100.95,4.09,194.7,5.56,91.0,0.13,26.08
2020,6,16,21,100.97,4.09,196.98,5.56,91.19,0.17,26.0
2020,6,16,22,100.98,4.0,199.99,5.44,91.56,0.19,25.91
2020,6,16,23,100.96,3.99,203.3,5.47,92.0,0.22,25.83
2020,6,17,0,100.91,3.96,206.26,5.41,92.19,0.24,25.76
2020,6,17,1,100.86,3.88,209.46,5.31,92.38,0.25,25.69
2020,6,17,2,100.84,3.7,211.71,5.05,92.62,0.27,25.61
2020,6,17,3,100.84,3.61,213.9,4.91,92.81,0.28,25.54
2020,6,17,4,100.85,3.7,216.14,5.0,93.0,0.26,25.48
2020,6,17,5,100.86,3.86,218.1,5.22,93.12,0.28,25.46
2020,6,17,6,100.87,4.23,219.07,5.49,92.88,0.31,25.65
2020,6,17,7,100.91,4.66,217.64,5.63,92.12,0.38,25.95
2020,6,17,8,100.94,5.18,214.86,6.32,90.75,0.36,26.27
2020,6,17,9,100.98,5.55,212.82,6.77,88.75,0.4,26.57
2020,6,17,10,100.98,5.66,210.99,6.86,87.31,0.42,26.76
2020,6,17,11,100.96,5.64,209.73,6.83,86.56,0.4,26.85
2020,6,17,12,100.92,5.59,209.0,6.74,86.25,0.34,26.87
2020,6,17,13,100.87,5.61,209.74,6.76,86.31,0.27,26.82
2020,6,17,14,100.81,5.64,212.04,6.8,86.69,0.23,26.69
2020,6,17,15,100.79,5.68,212.64,6.85,87.44,0.21,26.53
2020,6,17,16,100.79,5.56,210.6,6.76,88.56,0.21,26.33
2020,6,17,17,100.82,5.26,208.09,6.61,89.75,0.23,26.08
2020,6,17,18,100.87,4.94,206.81,6.48,90.62,0.28,25.8
2020,6,17,19,100.94,4.8,207.65,6.38,91.0,0.28,25.69
2020,6,17,20,101.0,4.73,208.81,6.4,90.94,0.31,25.64
2020,6,17,21,101.05,4.42,209.42,5.93,91.19,0.31,25.57
2020,6,17,22,101.06,4.27,210.55,5.74,91.69,0.3,25.48
2020,6,17,23,101.04,4.21,211.89,5.66,91.69,0.35,25.41
2020,6,18,0,100.99,4.21,212.66,5.64,91.75,0.38,25.32
2020,6,18,1,100.93,4.15,213.63,5.54,91.81,0.39,25.23
2020,6,18,2,100.91,4.13,215.37,5.51,91.75,0.35,25.17
2020,6,18,3,100.91,4.05,216.91,5.38,91.75,0.37,25.1
2020,6,18,4,100.93,3.92,216.48,5.21,91.69,0.41,25.06
2020,6,18,5,100.97,3.81,213.46,5.08,91.69,0.48,25.01
2020,6,18,6,101.02,3.83,210.22,4.99,91.38,0.54,25.26
2020,6,18,7,101.09,4.03,206.96,4.84,90.44,0.62,25.65
2020,6,18,8,101.14,4.26,203.89,5.11,88.88,0.59,26.04
2020,6,18,9,101.16,4.35,202.74,5.18,86.38,0.56,26.42
2020,6,18,10,101.16,4.22,202.67,4.99,84.56,0.43,26.71
2020,6,18,11,101.13,4.1,204.17,4.84,83.06,0.34,26.97
2020,6,18,12,101.08,4.04,207.06,4.78,82.38,0.27,27.06
2020,6,18,13,101.03,4.08,210.59,4.86,82.38,0.23,27.01
2020,6,18,14,100.98,4.2,213.31,4.99,83.38,0.21,26.83
2020,6,18,15,100.94,4.27,216.14,5.07,84.62,0.19,26.63
2020,6,18,16,100.95,4.17,218.07,4.98,86.38,0.18,26.39
2020,6,18,17,100.96,3.85,219.57,4.86,88.88,0.17,26.05
2020,6,18,18,101.0,3.79,220.06,5.1,90.81,0.14,25.65
2020,6,18,19,101.05,3.85,219.4,5.21,91.25,0.13,25.54
2020,6,18,20,101.11,3.77,218.44,5.12,91.56,0.13,25.47
2020,6,18,21,101.16,3.79,219.14,5.14,91.81,0.13,25.41
2020,6,18,22,101.17,3.77,221.72,5.11,92.0,0.13,25.37
2020,6,18,23,101.14,3.68,225.69,4.98,92.31,0.09,25.27
2020,6,19,0,101.1,3.56,230.26,4.8,92.62,0.1,25.18
2020,6,19,1,101.05,3.43,233.63,4.61,93.0,0.11,25.06
2020,6,19,2,101.02,3.28,234.11,4.39,93.06,0.19,24.97
2020,6,19,3,101.02,3.17,231.21,4.17,92.94,0.19,24.9
2020,6,19,4,101.06,3.12,226.62,4.06,92.62,0.19,24.87
2020,6,19,5,101.1,3.11,223.78,4.07,92.31,0.19,24.9
2020,6,19,6,101.14,3.1,222.55,4.14,91.88,0.17,25.24
2020,6,19,7,101.21,3.12,222.77,3.81,90.69,0.14,25.69
2020,6,19,8,101.26,3.03,221.03,3.63,89.62,0.14,25.96
2020,6,19,9,101.27,2.95,220.82,3.47,88.31,0.17,26.19
2020,6,19,10,101.27,2.83,220.19,3.31,86.44,0.13,26.41
2020,6,19,11,101.24,2.67,216.43,3.09,85.25,0.15,26.56
2020,6,19,12,101.21,2.41,211.06,2.76,84.62,0.2,26.64
2020,6,19,13,101.17,2.19,208.12,2.49,84.38,0.23,26.67
2020,6,19,14,101.13,1.93,205.11,2.19,84.44,0.29,26.67
2020,6,19,15,101.12,1.75,204.85,1.98,85.0,0.29,26.59
2020,6,19,16,101.1,1.71,208.44,1.93,86.19,0.22,26.41
2020,6,19,17,101.12,1.82,218.74,2.24,88.94,0.16,26.08
2020,6,19,18,101.13,2.36,221.92,3.05,90.44,0.12,25.62
2020,6,19,19,101.16,2.97,218.5,4.0,91.19,0.08,25.43
2020,6,19,20,101.19,3.3,213.69,4.46,91.62,0.07,25.34
2020,6,19,21,101.21,3.4,213.76,4.56,91.88,0.07,25.27
2020,6,19,22,101.23,3.41,217.26,4.54,91.94,0.09,25.2
2020,6,19,23,101.22,3.35,219.7,4.48,91.94,0.09,25.13
2020,6,20,0,101.2,3.32,221.95,4.43,92.0,0.11,25.05
2020,6,20,1,101.18,3.32,224.71,4.43,92.12,0.11,24.97
2020,6,20,2,101.16,3.36,228.68,4.49,92.19,0.07,24.88
2020,6,20,3,101.16,3.28,232.64,4.35,92.12,0.05,24.82
2020,6,20,4,101.2,3.14,236.27,4.17,92.06,0.03,24.76
2020,6,20,5,101.24,2.92,240.01,3.84,92.12,0.02,24.7
2020,6,20,6,101.28,2.75,244.45,3.54,91.62,0.02,25.02
2020,6,20,7,101.33,2.76,247.51,3.23,90.06,0.02,25.48
2020,6,20,8,101.36,2.77,246.91,3.2,87.5,0.02,25.94
2020,6,20,9,101.35,2.94,247.04,3.38,85.19,0.02,26.32
2020,6,20,10,101.31,3.23,245.29,3.73,83.81,0.02,26.6
2020,6,20,11,101.25,3.55,240.9,4.14,83.19,0.03,26.8
2020,6,20,12,101.19,3.81,236.11,4.5,83.06,0.03,26.93
2020,6,20,13,101.12,4.06,231.72,4.88,83.38,0.03,26.98
2020,6,20,14,101.06,4.28,228.55,5.18,83.81,0.04,26.97
2020,6,20,15,101.03,4.46,224.15,5.4,84.69,0.05,26.81
2020,6,20,16,101.03,4.56,219.37,5.48,86.12,0.08,26.52
2020,6,20,17,101.06,4.3,214.93,5.31,88.31,0.13,26.13
2020,6,20,18,101.11,4.13,212.4,5.43,89.69,0.17,25.76
2020,6,20,19,101.16,4.19,210.34,5.58,89.5,0.17,25.64
2020,6,20,20,101.21,4.21,209.09,5.64,89.31,0.13,25.57
2020,6,20,21,101.25,4.04,207.41,5.44,89.31,0.1,25.48
2020,6,20,22,101.25,3.76,206.51,5.09,89.38,0.11,25.37
2020,6,20,23,101.22,3.57,206.68,4.85,89.38,0.13,25.3
2020,6,21,0,101.16,3.34,205.91,4.52,89.81,0.16,25.17
2020,6,21,1,101.11,3.2,205.0,4.3,90.38,0.27,25.02
2020,6,21,2,101.08,3.03,204.52,4.07,91.12,0.38,24.86
2020,6,21,3,101.08,3.05,207.48,4.11,91.56,0.52,24.76
2020,6,21,4,101.09,3.13,212.46,4.21,92.0,0.62,24.68
2020,6,21,5,101.1,3.19,216.34,4.29,92.31,0.7,24.59
2020,6,21,6,101.11,3.37,218.89,4.34,92.06,0.66,24.8
2020,6,21,7,101.14,3.67,220.07,4.3,91.06,0.55,25.15
2020,6,21,8,101.16,3.77,218.6,4.36,89.06,0.46,25.59
2020,6,21,9,101.18,3.76,213.66,4.32,86.25,0.34,26.04
2020,6,21,10,101.16,3.77,206.09,4.28,84.38,0.18,26.4
2020,6,21,11,101.11,3.82,199.1,4.31,83.06,0.09,26.69
2020,6,21,12,101.05,3.91,193.98,4.44,82.5,0.08,26.81
2020,6,21,13,100.97,4.01,191.46,4.56,82.44,0.11,26.78
2020,6,21,14,100.92,4.04,190.81,4.6,82.88,0.13,26.62
2020,6,21,15,100.9,4.09,192.47,4.69,84.06,0.12,26.37
2020,6,21,16,100.9,4.09,194.49,4.77,86.12,0.16,26.04
2020,6,21,17,100.94,3.99,196.38,4.91,88.75,0.19,25.66
2020,6,21,18,101.0,3.91,198.04,5.1,90.56,0.18,25.3
2020,6,21,19,101.06,4.0,199.39,5.25,91.0,0.16,25.16
2020,6,21,20,101.12,4.02,201.18,5.3,91.12,0.14,25.08
2020,6,21,21,101.14,3.97,204.4,5.27,91.19,0.14,25.01
2020,6,21,22,101.15,3.88,208.63,5.17,91.31,0.14,24.91
2020,6,21,23,101.11,3.8,212.74,5.08,91.38,0.15,24.84
2020,6,22,0,101.04,3.72,215.86,4.98,91.62,0.14,24.76
2020,6,22,1,100.98,3.63,218.27,4.85,91.81,0.15,24.7
2020,6,22,2,100.94,3.54,219.63,4.72,91.94,0.12,24.64
2020,6,22,3,100.92,3.46,218.5,4.59,92.06,0.1,24.58
2020,6,22,4,100.94,3.45,216.35,4.54,92.06,0.07,24.55
2020,6,22,5,100.95,3.47,216.48,4.55,92.0,0.07,24.54
2020,6,22,6,100.98,3.55,217.85,4.46,91.69,0.07,24.9
2020,6,22,7,101.02,3.86,216.04,4.61,90.06,0.08,25.43
2020,6,22,8,101.05,4.29,211.38,5.12,86.75,0.06,26.03
2020,6,22,9,101.07,4.34,207.07,5.15,83.81,0.1,26.51
2020,6,22,10,101.05,4.24,201.74,5.03,81.88,0.13,26.89
2020,6,22,11,101.0,4.17,196.23,4.97,81.0,0.13,27.1
2020,6,22,12,100.93,4.19,191.73,5.02,80.38,0.13,27.26
2020,6,22,13,100.87,4.22,189.06,5.06,80.12,0.11,27.28
2020,6,22,14,100.8,4.2,187.81,5.02,80.12,0.08,27.17
2020,6,22,15,100.77,4.21,188.22,5.02,80.62,0.05,26.91
2020,6,22,16,100.76,4.18,189.9,5.03,82.12,0.03,26.52
2020,6,22,17,100.79,3.83,192.02,4.77,84.81,0.01,26.07
2020,6,22,18,100.83,3.49,195.47,4.71,87.44,0.01,25.6
2020,6,22,19,100.89,3.41,199.1,4.64,88.19,0.0,25.44
2020,6,22,20,100.96,3.28,203.88,4.47,88.69,0.0,25.34
2020,6,22,21,101.0,3.24,208.48,4.4,89.19,0.0,25.24
2020,6,22,22,101.01,3.22,211.8,4.34,89.44,0.0,25.13
2020,6,22,23,100.97,3.2,214.16,4.27,89.62,0.0,25.03
2020,6,23,0,100.91,3.15,214.99,4.16,90.19,0.01,24.92
2020,6,23,1,100.85,3.11,214.57,4.08,90.75,0.01,24.8
2020,6,23,2,100.81,3.21,213.88,4.22,90.88,0.01,24.73
2020,6,23,3,100.79,3.2,215.47,4.2,90.69,0.02,24.7
2020,6,23,4,100.8,3.06,218.04,3.98,90.75,0.02,24.65
2020,6,23,5,100.82,2.84,220.65,3.7,91.06,0.02,24.6
2020,6,23,6,100.87,2.57,222.41,3.22,90.12,0.03,25.01
2020,6,23,7,100.92,2.47,220.13,2.94,87.19,0.04,25.63
2020,6,23,8,100.96,2.38,214.68,2.76,83.44,0.07,26.28
2020,6,23,9,100.96,2.26,207.8,2.61,81.06,0.11,26.83
2020,6,23,10,100.92,2.32,200.51,2.74,80.44,0.13,27.22
2020,6,23,11,100.87,2.54,195.15,3.06,80.0,0.15,27.48
2020,6,23,12,100.79,2.85,191.37,3.44,79.62,0.16,27.6
2020,6,23,13,100.72,3.13,188.03,3.79,79.75,0.17,27.57
2020,6,23,14,100.66,3.38,185.04,4.08,80.31,0.14,27.4
2020,6,23,15,100.63,3.54,183.67,4.23,81.0,0.09,27.15
2020,6,23,16,100.64,3.57,183.76,4.28,82.56,0.05,26.74
2020,6,23,17,100.67,3.3,185.56,4.12,85.31,0.03,26.23
2020,6,23,18,100.73,2.9,188.83,3.95,88.12,0.02,25.72
2020,6,23,19,100.8,2.76,192.07,3.79,88.94,0.01,25.51
2020,6,23,20,100.86,2.65,194.16,3.59,89.25,0.01,25.38
2020,6,23,21,100.92,2.62,197.19,3.56,89.62,0.01,25.24
2020,6,23,22,100.93,2.62,200.98,3.55,89.94,0.01,25.14
2020,6,23,23,100.9,2.6,206.26,3.48,90.31,0.01,25.04
2020,6,24,0,100.84,2.6,211.26,3.45,90.62,0.01,24.92
2020,6,24,1,100.78,2.61,215.64,3.43,90.81,0.01,24.85
2020,6,24,2,100.75,2.64,218.5,3.44,90.94,0.01,24.8
2020,6,24,3,100.76,2.61,221.12,3.39,91.0,0.01,24.77
2020,6,24,4,100.79,2.6,223.54,3.36,91.06,0.02,24.75
2020,6,24,5,100.83,2.61,224.88,3.4,91.12,0.02,24.74
2020,6,24,6,100.88,2.66,225.6,3.33,90.06,0.02,25.16
2020,6,24,7,100.92,2.85,223.0,3.33,87.25,0.02,25.76
2020,6,24,8,100.96,3.01,218.78,3.45,83.12,0.03,26.47
2020,6,24,9,100.96,3.01,214.76,3.42,80.56,0.05,27.01
2020,6,24,10,100.93,3.08,210.79,3.53,79.44,0.07,27.48
2020,6,24,11,100.88,3.12,207.46,3.67,79.38,0.09,27.77
2020,6,24,12,100.82,3.2,204.25,3.8,79.31,0.1,27.9
2020,6,24,13,100.76,3.37,202.05,4.02,79.56,0.12,27.89
2020,6,24,14,100.73,3.61,201.62,4.31,80.06,0.11,27.79
2020,6,24,15,100.71,3.91,201.44,4.68,81.19,0.08,27.51
2020,6,24,16,100.72,4.17,201.8,4.97,83.0,0.06,27.11
2020,6,24,17,100.75,4.02,202.17,4.95,86.0,0.05,26.58
2020,6,24,18,100.8,3.77,202.31,5.01,88.88,0.05,26.03
2020,6,24,19,100.85,3.7,202.61,4.97,89.69,0.05,25.82
2020,6,24,20,100.92,3.61,203.18,4.9,90.12,0.05,25.69
2020,6,24,21,100.94,3.55,204.87,4.82,90.69,0.07,25.58
2020,6,24,22,100.95,3.5,207.19,4.78,91.25,0.09,25.49
2020,6,24,23,100.92,3.45,209.99,4.67,91.88,0.1,25.39
2020,6,25,0,100.85,3.45,212.61,4.65,92.31,0.28,25.28
2020,6,25,1,100.79,3.51,214.57,4.75,92.44,0.32,25.2
2020,6,25,2,100.75,3.62,215.95,4.91,92.31,0.39,25.17
2020,6,25,3,100.75,3.57,217.52,4.82,92.31,0.39,25.12
2020,6,25,4,100.78,3.47,218.6,4.69,92.12,0.43,25.09
2020,6,25,5,100.84,3.38,218.99,4.54,91.88,0.45,25.08
2020,6,25,6,100.9,3.33,219.37,4.33,91.56,0.53,25.3
2020,6,25,7,100.97,3.38,219.65,4.01,90.62,0.6,25.62
2020,6,25,8,101.01,3.52,217.51,4.13,89.25,0.48,25.94
2020,6,25,9,101.02,3.92,215.75,4.59,86.5,0.48,26.33
2020,6,25,10,101.0,4.24,213.89,4.96,83.56,0.43,26.8
2020,6,25,11,100.94,4.44,211.76,5.21,81.94,0.42,27.13
2020,6,25,12,100.88,4.56,209.68,5.43,81.19,0.39,27.39
2020,6,25,13,100.83,4.64,207.6,5.57,80.94,0.36,27.46
2020,6,25,14,100.79,4.74,205.8,5.68,81.31,0.3,27.34
2020,6,25,15,100.77,4.78,203.8,5.71,82.25,0.23,27.1
2020,6,25,16,100.79,4.73,201.82,5.65,84.06,0.15,26.75
2020,6,25,17,100.83,4.42,200.62,5.46,86.5,0.11,26.34
2020,6,25,18,100.87,4.1,201.34,5.46,88.62,0.08,25.89
2020,6,25,19,100.93,4.11,202.91,5.52,89.06,0.07,25.71
2020,6,25,20,100.98,4.06,205.04,5.48,89.19,0.05,25.59
2020,6,25,21,101.02,4.02,207.66,5.42,89.44,0.07,25.48
2020,6,25,22,101.03,3.96,210.11,5.32,90.06,0.07,25.34
2020,6,25,23,101.01,3.87,213.15,5.19,90.75,0.12,25.23
2020,6,26,0,100.98,3.88,216.32,5.23,91.31,0.16,25.12
2020,6,26,1,100.94,4.15,219.27,5.63,90.81,0.24,25.08
2020,6,26,2,100.92,4.15,221.56,5.61,91.0,0.35,25.01
2020,6,26,3,100.9,4.03,223.12,5.45,91.25,0.36,24.93
2020,6,26,4,100.91,3.92,223.87,5.25,91.44,0.4,24.85
2020,6,26,5,100.94,3.76,225.42,5.0,91.81,0.38,24.75
2020,6,26,6,100.98,3.79,226.59,4.8,91.5,0.29,24.99
2020,6,26,7,101.04,3.91,226.05,4.64,90.62,0.21,25.32
2020,6,26,8,101.07,4.18,223.86,4.96,88.56,0.13,25.69
2020,6,26,9,101.07,4.5,223.52,5.29,86.44,0.08,26.0
2020,6,26,10,101.02,5.05,224.56,5.94,85.38,0.12,26.23
2020,6,26,11,100.9,5.74,226.55,6.78,84.94,0.17,26.37
2020,6,26,12,100.79,6.07,228.39,7.21,84.56,0.21,26.51
2020,6,26,13,100.71,5.83,229.57,6.94,84.25,0.22,26.62
2020,6,26,14,100.66,5.2,229.63,6.19,84.0,0.18,26.7
2020,6,26,15,100.66,4.53,227.87,5.4,84.25,0.14,26.71
2020,6,26,16,100.68,4.2,224.25,5.0,85.56,0.13,26.5
2020,6,26,17,100.71,4.03,220.2,5.03,88.62,0.11,26.07
2020,6,26,18,100.77,4.0,218.01,5.32,91.0,0.12,25.58
2020,6,26,19,100.82,4.13,215.76,5.52,91.69,0.12,25.42
2020,6,26,20,100.89,4.29,215.37,5.81,91.88,0.14,25.36
2020,6,26,21,100.92,4.36,216.34,5.89,91.75,0.19,25.3
2020,6,26,22,100.93,4.2,217.98,5.64,92.06,0.26,25.19
2020,6,26,23,100.91,4.01,219.86,5.44,92.38,0.37,25.07
2020,6,27,0,100.86,3.93,221.13,5.33,92.5,0.48,24.97
2020,6,27,1,100.81,3.84,222.03,5.18,92.75,0.54,24.86
2020,6,27,2,100.78,3.73,223.05,5.02,93.0,0.62,24.76
2020,6,27,3,100.77,3.76,224.49,5.08,93.25,0.66,24.68
2020,6,27,4,100.79,3.98,226.11,5.34,93.12,0.61,24.65
2020,6,27,5,100.83,3.92,226.61,5.25,93.31,0.58,24.58
2020,6,27,6,100.88,4.11,226.77,5.2,92.88,0.61,24.84
2020,6,27,7,100.92,4.39,226.01,5.25,92.06,0.64,25.19
2020,6,27,8,100.96,4.81,223.81,5.79,90.12,0.57,25.58
2020,6,27,9,100.96,4.98,221.12,5.95,87.56,0.62,26.01
2020,6,27,10,100.92,5.05,218.34,6.02,85.62,0.74,26.39
2020,6,27,11,100.85,5.08,216.06,6.1,84.19,0.77,26.73
2020,6,27,12,100.78,4.96,214.22,6.02,83.5,0.77,26.9
2020,6,27,13,100.71,4.77,212.7,5.83,83.19,0.71,26.95
2020,6,27,14,100.66,4.62,211.03,5.63,83.56,0.59,26.84
2020,6,27,15,100.63,4.67,209.44,5.61,84.69,0.47,26.57
2020,6,27,16,100.65,4.8,208.4,5.72,86.81,0.36,26.13
2020,6,27,17,100.67,4.57,208.36,5.57,89.25,0.32,25.7
2020,6,27,18,100.72,4.21,209.18,5.5,91.12,0.33,25.3
2020,6,27,19,100.79,4.14,209.66,5.49,91.69,0.33,25.14
2020,6,27,20,100.87,4.08,211.04,5.47,91.75,0.34,25.07
2020,6,27,21,100.92,4.1,213.96,5.5,92.0,0.39,24.99
2020,6,27,22,100.94,4.16,217.6,5.61,92.19,0.38,24.91
2020,6,27,23,100.91,4.33,220.97,5.83,92.19,0.36,24.83
2020,6,28,0,100.84,4.39,224.42,5.86,92.25,0.28,24.73
2020,6,28,1,100.79,4.41,227.3,5.85,92.31,0.22,24.65
2020,6,28,2,100.75,4.4,229.18,5.88,92.25,0.15,24.57
2020,6,28,3,100.74,4.44,230.57,5.94,92.12,0.14,24.51
2020,6,28,4,100.77,4.21,232.32,5.62,92.38,0.19,24.45
2020,6,28,5,100.81,3.97,234.12,5.34,92.56,0.29,24.4
2020,6,28,6,100.88,3.94,236.66,4.97,92.25,0.46,24.65
2020,6,28,7,100.95,3.87,238.1,4.57,91.06,0.7,25.1
2020,6,28,8,101.01,3.86,236.89,4.54,88.06,0.83,25.71
2020,6,28,9,101.02,3.82,234.07,4.45,84.81,0.99,26.31
2020,6,28,10,100.99,3.76,227.78,4.47,83.56,1.13,26.67
2020,6,28,11,100.94,3.8,220.08,4.58,82.81,1.03,26.95
2020,6,28,12,100.89,4.0,212.73,4.8,82.06,0.93,27.16
2020,6,28,13,100.84,4.31,206.61,5.18,82.31,0.76,27.12
2020,6,28,14,100.79,4.8,202.27,5.75,84.0,0.66,26.74
2020,6,28,15,100.77,5.25,201.03,6.2,86.12,0.54,26.27
2020,6,28,16,100.79,5.42,202.83,6.4,88.44,0.43,25.78
2020,6,28,17,100.81,5.39,206.86,6.58,90.56,0.37,25.33
2020,6,28,18,100.84,5.35,211.93,6.74,91.44,0.27,25.05
2020,6,28,19,100.88,5.25,217.19,6.7,91.62,0.19,24.96
2020,6,28,20,100.94,5.07,222.0,6.52,91.62,0.17,24.92
2020,6,28,21,100.97,4.84,224.8,6.28,92.0,0.16,24.85
2020,6,28,22,100.97,4.79,227.18,6.24,92.31,0.15,24.81
2020,6,28,23,100.92,4.81,229.94,6.25,92.5,0.19,24.76
2020,6,29,0,100.85,4.86,232.58,6.42,92.5,0.24,24.72
2020,6,29,1,100.8,4.79,234.42,6.3,92.56,0.29,24.67
2020,6,29,2,100.78,4.68,234.85,6.22,92.75,0.31,24.62
2020,6,29,3,100.78,4.47,233.45,5.98,92.81,0.42,24.58
2020,6,29,4,100.79,4.37,230.36,5.87,92.88,0.48,24.54
2020,6,29,5,100.83,4.28,226.33,5.72,92.81,0.57,24.51
2020,6,29,6,100.87,4.32,221.85,5.56,92.44,0.68,24.68
2020,6,29,7,100.93,4.51,217.41,5.4,91.62,0.79,25.03
2020,6,29,8,100.97,4.93,213.94,5.94,89.62,0.66,25.48
2020,6,29,9,100.99,5.33,212.01,6.41,87.06,0.86,25.88
2020,6,29,10,100.97,5.57,209.98,6.67,85.44,1.03,26.16
2020,6,29,11,100.92,5.81,207.53,6.95,84.31,1.09,26.41
2020,6,29,12,100.86,5.93,205.45,7.09,83.44,1.02,26.56
2020,6,29,13,100.82,5.94,204.14,7.12,83.31,0.91,26.52
2020,6,29,14,100.78,5.89,203.27,7.04,83.75,0.78,26.35
2020,6,29,15,100.77,5.75,203.81,6.86,84.81,0.61,26.05
2020,6,29,16,100.78,5.44,204.8,6.5,86.06,0.44,25.73
2020,6,29,17,100.81,4.87,205.66,5.97,87.94,0.34,25.37
2020,6,29,18,100.86,4.35,207.16,5.68,89.38,0.26,24.98
2020,6,29,19,100.92,4.17,210.17,5.52,89.69,0.14,24.81
2020,6,29,20,100.98,4.03,213.69,5.38,89.81,0.08,24.72
2020,6,29,21,101.01,3.96,215.35,5.28,89.88,0.04,24.64
2020,6,29,22,101.03,3.87,215.97,5.16,89.94,0.05,24.58
2020,6,29,23,101.0,3.79,216.37,5.04,90.19,0.06,24.48
2020,6,30,0,100.93,3.76,216.47,4.98,90.38,0.04,24.37
2020,6,30,1,100.88,3.75,216.7,4.95,90.5,0.04,24.28
2020,6,30,2,100.85,3.73,216.32,4.92,90.62,0.05,24.2
2020,6,30,3,100.84,3.7,216.41,4.87,90.5,0.04,24.16
2020,6,30,4,100.85,3.65,216.31,4.8,90.5,0.04,24.12
2020,6,30,5,100.88,3.58,214.42,4.69,90.44,0.05,24.11
2020,6,30,6,100.94,3.61,211.11,4.52,89.75,0.07,24.42
2020,6,30,7,100.99,3.96,208.64,4.7,87.88,0.08,24.9
2020,6,30,8,101.03,4.4,208.07,5.2,84.69,0.09,25.46
2020,6,30,9,101.02,4.63,210.72,5.42,81.75,0.19,25.97
2020,6,30,10,100.98,4.8,214.47,5.61,79.62,0.19,26.39
2020,6,30,11,100.92,4.71,216.22,5.56,78.44,0.19,26.67
